identity_number;first_name;last_name;birthday;;
457;Adela;Mrázová;1975-06-12 00:00:00.000000;;
458;Margaréta;Kučerová;1976-11-20 00:00:00.000000;;
459;Radoslav;Heretik;970-01-05 00:00:00.000000;;
460;Jarolím;Beihofner;1999-10-28 00:00:00.000000;;
461;Ružena;Andrášiková;1990-10-16 00:00:00.000000;;
462;Vendelín;Vašek;1999-02-24 00:00:00.000000;;
463;Dezider;Kuffa;1992-03-25 00:00:00.000000;;
464;Arnold;Jánoš;972-09-06 00:00:00.000000;;
465;Dorota;Hrušková;1971-09-21 00:00:00.000000;;
466;Dušana;Jalovecová;1970-05-10 00:00:00.000000;;
467;Sergej;Hanusek;979-12-01 00:00:00.000000;;
468;Regina;Podhradská;1961-03-30 00:00:00.000000;;
469;Dobroslava;Kráľová;1997-09-22 00:00:00.000000;;
470;Vasil;Holič;1979-09-15 00:00:00.000000;;
471;Miloslava;Lojová;1991-04-27 00:00:00.000000;;
472;Dorota;Hricová;1962-04-24 00:00:00.000000;;
473;Bibiána;Lajčáková;966-10-03 00:00:00.000000;;
474;Otília;Andrášová;1965-12-24 00:00:00.000000;;
475;Stanislava;Koubová;1990-12-14 00:00:00.000000;;
476;Alexej;Labuda;1998-01-10 00:00:00.000000;;
477;Anton;Baňa;972-05-03 00:00:00.000000;;
478;Jearoslava;Kočišová;1993-06-12 00:00:00.000000;;
479;Sára;Iváková;1988-03-17 00:00:00.000000;;
480;Móric;Beňuš;1968-01-15 00:00:00.000000;;
481;Barbora;Matiašková;1961-09-29 00:00:00.000000;;
482;Gašpar;Strava;1974-10-28 00:00:00.000000;;
483;Žigmund;Hraško;1989-08-12 00:00:00.000000;;
484;Berta;Kubíková;1979-11-19 00:00:00.000000;;
485;Rebeka;Uramová;1973-01-21 00:00:00.000000;;
486;Svetozár;Blaho;978-03-05 00:00:00.000000;;
487;Lesana;Menšíková;1970-11-25 00:00:00.000000;;
488;Martin;Dušička;1980-05-10 00:00:00.000000;;
489;Lívia;Hlaváčová;1990-12-29 00:00:00.000000;;
490;Servác;Holub;985-09-06 00:00:00.000000;;
491;Urban;Grznár;998-04-06 00:00:00.000000;;
492;Evana;Baňová;1972-11-11 00:00:00.000000;;
493;Oldrich;Dančák;1968-05-26 00:00:00.000000;;
494;Mária;Palkovičová;1970-06-12 00:00:00.000000;;
495;Oskar;Ďurica;1982-08-10 00:00:00.000000;;
496;Fedor;Kyseľ;1968-11-15 00:00:00.000000;;
497;Vasil;Kraľovič;1994-02-16 00:00:00.000000;;
498;Monika;Bellová;1967-03-11 00:00:00.000000;;
499;Žaneta;Boričová;1961-03-11 00:00:00.000000;;
500;Stanislav;Kozák;977-02-05 00:00:00.000000;;
501;Gašpar;Markovič;1973-01-28 00:00:00.000000;;
502;Lesana;Lesná;1984-11-24 00:00:00.000000;;
503;Ivan;Hagara;1988-01-21 00:00:00.000000;;
504;Vratko;Tupý;1984-09-17 00:00:00.000000;;
505;Dušan;Vrabec;966-07-03 00:00:00.000000;;
506;Melinda;Kočišová;971-10-03 00:00:00.000000;;
507;Karol;Greguš;1998-04-16 00:00:00.000000;;
508;Metod;Bílek;1998-12-24 00:00:00.000000;;
509;Krištof;Štefánek;1993-10-20 00:00:00.000000;;
510;Melinda;Kližanová;1992-05-23 00:00:00.000000;;
511;Slavomír;Haluška;1995-04-24 00:00:00.000000;;
512;Dana;Dutková;1970-06-30 00:00:00.000000;;
513;Miloslava;Almášiová;1960-09-27 00:00:00.000000;;
514;Radovan;Krajčovič;1960-05-12 00:00:00.000000;;
515;Denisa;Valachová;1969-11-20 00:00:00.000000;;
516;Denis;Cigánik;1982-09-15 00:00:00.000000;;
517;Ernest;Hagara;1976-02-10 00:00:00.000000;;
518;Filip;Kližan;1999-10-19 00:00:00.000000;;
519;Adolf;Paška;975-12-01 00:00:00.000000;;
520;Milota;Hrmová;961-06-06 00:00:00.000000;;
521;Libuša;Labudová;1994-11-28 00:00:00.000000;;
522;Nadežda;Plekanecová;1993-10-14 00:00:00.000000;;
523;Sabína;Masaryková;1961-12-31 00:00:00.000000;;
524;Urban;Zubrík;988-01-07 00:00:00.000000;;
525;Elena;Klepačová;999-12-07 00:00:00.000000;;
526;Regina;Hrašková;1959-07-22 00:00:00.000000;;
527;Aurel;Jurkovič;1992-06-19 00:00:00.000000;;
528;Andrej;Menšík;1988-05-11 00:00:00.000000;;
529;Magdaléna;Andrášyová;972-09-01 00:00:00.000000;;
530;Iveta;Ťažká;1975-05-10 00:00:00.000000;;
531;Lýdia;Bánová;1988-03-11 00:00:00.000000;;
532;Radúz;Cigánik;1982-12-29 00:00:00.000000;;
533;Radomír;Rosina;1959-11-18 00:00:00.000000;;
534;Alexander;Borek;961-04-01 00:00:00.000000;;
535;Ignác;Marcinko;1980-12-17 00:00:00.000000;;
536;Radovan;Kroták;985-03-06 00:00:00.000000;;
537;Roland;Maďaič;1978-05-26 00:00:00.000000;;
538;Gejza;Droppa;1974-12-14 00:00:00.000000;;
539;Bohumil;Blaha;995-08-09 00:00:00.000000;;
540;Silvia;Nižanská;1989-01-16 00:00:00.000000;;
541;Brigita;Čekovská;1962-05-24 00:00:00.000000;;
542;Otília;Šťastná;1975-10-26 00:00:00.000000;;
543;Anabela;Jakubecová;1999-03-11 00:00:00.000000;;
544;Uršuľa;Macková;1973-01-10 00:00:00.000000;;
545;Nina;Žigmundová;1961-09-26 00:00:00.000000;;
546;Július;Hlinka;990-05-05 00:00:00.000000;;
547;Dobroslava;Cibulová;1959-10-12 00:00:00.000000;;
548;Helena;Bajnoková;1971-10-20 00:00:00.000000;;
549;Richard;Cigánik;976-07-08 00:00:00.000000;;
550;Ondrej;Bartovič;1973-06-11 00:00:00.000000;;
551;Štefánia;Ftáčinová;1986-07-23 00:00:00.000000;;
552;Daniel;Vydarený;1972-09-26 00:00:00.000000;;
553;Fedor;Cigáň;1973-11-19 00:00:00.000000;;
554;Marcela;Krotáková;1960-06-17 00:00:00.000000;;
555;Edita;Arpášová;1990-08-15 00:00:00.000000;;
556;Vlastimil;Adamec;1981-10-30 00:00:00.000000;;
557;Margaréta;Ihnačáková;1961-03-11 00:00:00.000000;;
558;Denis;Klepač;1973-03-10 00:00:00.000000;;
559;Gabriela;Blažejová;1959-06-28 00:00:00.000000;;
560;Alojz;Borič;1990-05-26 00:00:00.000000;;
561;Linda;Debnárová;966-01-01 00:00:00.000000;;
562;Kazimír;Kuna;1965-04-13 00:00:00.000000;;
563;Michaela;Otčenášová;1984-03-14 00:00:00.000000;;
564;Rudolf;Bór;959-05-01 00:00:00.000000;;
565;Malvína;Debnárová;1961-05-29 00:00:00.000000;;
566;Gabriel;Bondra;1994-03-27 00:00:00.000000;;
567;Anabela;Šarkanová;1991-02-22 00:00:00.000000;;
568;Danica;Bobulová;991-12-01 00:00:00.000000;;
569;Henrich;Balog;975-01-01 00:00:00.000000;;
570;Gabriela;Bezáková;1964-11-24 00:00:00.000000;;
571;Denis;Kližan;1987-03-13 00:00:00.000000;;
572;Elvíra;Poláková;976-02-05 00:00:00.000000;;
573;Vilma;Hanaková;1976-05-11 00:00:00.000000;;
574;Aurel;Huba;965-11-02 00:00:00.000000;;
575;Katarína;Balogová;1969-07-17 00:00:00.000000;;
576;Servác;Pavelka;970-06-04 00:00:00.000000;;
577;Ľubica;Jakubčeková;970-12-03 00:00:00.000000;;
578;Marianna;Lesná;1959-11-17 00:00:00.000000;;
579;Judita;Dobšinská;1994-01-26 00:00:00.000000;;
580;Dávid;Mikuš;1967-09-30 00:00:00.000000;;
581;Zita;Kuffová;991-08-06 00:00:00.000000;;
582;Vlastimil;Klepač;1981-12-16 00:00:00.000000;;
583;Božena;Bakošová;1960-06-19 00:00:00.000000;;
584;Simona;Koubová;1985-06-21 00:00:00.000000;;
585;Jearoslava;Binderová;968-09-03 00:00:00.000000;;
586;Maximilián;Kocúr;989-06-09 00:00:00.000000;;
587;Melinda;Baranová;1980-12-19 00:00:00.000000;;
588;František;Hušťák;963-10-05 00:00:00.000000;;
589;Eugen;Dutka;1988-05-30 00:00:00.000000;;
590;Lýdia;Bilková;1964-10-29 00:00:00.000000;;
591;Zora;Ťažká;1980-05-24 00:00:00.000000;;
592;Sidónia;Cigáňová;966-03-09 00:00:00.000000;;
593;Beňadik;Bernolák;1997-06-13 00:00:00.000000;;
594;Tichomír;Ťapák;1969-01-13 00:00:00.000000;;
595;Bohdan;Holúbek;1986-08-21 00:00:00.000000;;
596;Lýdia;Árpásová;988-05-04 00:00:00.000000;;
597;Antónia;Menšíková;1993-06-21 00:00:00.000000;;
598;Petra;Jurkovičová;1995-09-22 00:00:00.000000;;
599;Štefan;Kuruc;1972-02-27 00:00:00.000000;;
600;Denis;Jalovec;1995-01-23 00:00:00.000000;;
601;Ema;Bartovičová;991-04-09 00:00:00.000000;;
602;Vladimír;Heretik;1989-10-25 00:00:00.000000;;
603;Žaneta;Dančiaková;1971-08-16 00:00:00.000000;;
604;Filoména;Trubenová;1980-08-17 00:00:00.000000;;
605;Dorota;Blahová;977-07-08 00:00:00.000000;;
606;Bibiána;Krotáková;1994-02-12 00:00:00.000000;;
607;Lýdia;Bakošová;1970-05-28 00:00:00.000000;;
608;Timotej;Finka;1964-06-13 00:00:00.000000;;
609;Frederik;Chalupka;1985-03-14 00:00:00.000000;;
610;Igor;Greguš;993-04-06 00:00:00.000000;;
611;Stanislava;Nováková;1979-09-16 00:00:00.000000;;
612;Stätopluk;Šimovič;960-02-04 00:00:00.000000;;
613;Albert;Chudík;1983-12-15 00:00:00.000000;;
614;Pavol;Cigáň;1975-06-21 00:00:00.000000;;
615;Marta;Romančíková;989-12-07 00:00:00.000000;;
616;Beňadik;Jalovec;1962-04-10 00:00:00.000000;;
617;Miroslava;Starostová;984-02-05 00:00:00.000000;;
618;Monika;Menšíková;978-01-09 00:00:00.000000;;
619;Barbora;Hanaková;1974-04-21 00:00:00.000000;;
620;Božidara;Bernoláková;1964-02-23 00:00:00.000000;;
621;Xénia;Arpášová;1992-02-24 00:00:00.000000;;
622;Anastázia;Hrmová;1998-05-26 00:00:00.000000;;
623;René;Bednár;959-12-05 00:00:00.000000;;
624;Miroslava;Binderová;982-04-08 00:00:00.000000;;
625;Emil;Rak;970-03-08 00:00:00.000000;;
626;Vratko;Bicek;1961-07-27 00:00:00.000000;;
627;Vlasta;Andrášiková;1992-10-28 00:00:00.000000;;
628;Timotej;Cesnak;1967-08-27 00:00:00.000000;;
629;Dominika;Nováková;974-05-07 00:00:00.000000;;
630;Prokop;Rybníček;1974-10-17 00:00:00.000000;;
631;Jela;Beňová;973-05-03 00:00:00.000000;;
632;Albína;Vlhová;1994-09-20 00:00:00.000000;;
633;Zdenko;Abrahám;1964-05-11 00:00:00.000000;;
634;Denisa;Koubová;980-08-06 00:00:00.000000;;
635;Nataša;Trubenová;997-07-01 00:00:00.000000;;
636;Iveta;Beňušková;972-03-02 00:00:00.000000;;
637;Diana;Balážová;975-05-05 00:00:00.000000;;
638;Veronika;Filcová;1966-02-19 00:00:00.000000;;
639;Stätopluk;Bednárik;972-04-09 00:00:00.000000;;
640;Dobromila;Lišková;978-03-08 00:00:00.000000;;
641;Tibor;Tomek;1988-04-25 00:00:00.000000;;
642;Hubert;Šťastný;1994-08-26 00:00:00.000000;;
643;Dalibor;Paška;987-07-08 00:00:00.000000;;
644;Jozefína;Podhradská;1984-11-19 00:00:00.000000;;
645;Milan;Korec;1983-01-23 00:00:00.000000;;
646;Anton;Žigmund;969-12-08 00:00:00.000000;;
647;Imrich;Tomanek;1970-12-28 00:00:00.000000;;
648;Radovan;Hablák;973-04-03 00:00:00.000000;;
649;Tamara;Husová;1969-11-25 00:00:00.000000;;
650;Rebeka;Debnárová;1968-03-26 00:00:00.000000;;
651;Bohumil;Zubek;1986-09-15 00:00:00.000000;;
652;Alfréd;Danko;1980-12-10 00:00:00.000000;;
653;Lívia;Chovanecová;1988-08-22 00:00:00.000000;;
654;Hedviga;Tomanová;1969-07-18 00:00:00.000000;;
655;Miriama;Filcová;1986-06-17 00:00:00.000000;;
656;Eugen;Ťapák;1960-06-27 00:00:00.000000;;
657;Miroslav;Orlík;1964-08-15 00:00:00.000000;;
658;Elvíra;Valentová;1959-05-27 00:00:00.000000;;
659;Marek;Dano;1984-07-18 00:00:00.000000;;
660;Irma;Ďaďová;970-06-04 00:00:00.000000;;
661;Božidara;Árpásová;1994-10-28 00:00:00.000000;;
662;Magdaléna;Tomaneková;1966-09-21 00:00:00.000000;;
663;Alžbeta;Antalová;1977-09-10 00:00:00.000000;;
664;Bystrík;Tupý;970-01-09 00:00:00.000000;;
665;Rozália;Maďaičová;1974-04-16 00:00:00.000000;;
666;Simona;Tomeková;997-06-03 00:00:00.000000;;
667;Zora;Cesnaková;964-10-08 00:00:00.000000;;
668;Demeter;Toman;1971-11-17 00:00:00.000000;;
669;Alexej;Borík;975-07-05 00:00:00.000000;;
670;Bibiána;Bernardová;983-11-04 00:00:00.000000;;
671;Zita;Havráneková;1978-05-19 00:00:00.000000;;
672;Oliver;Bajnok;972-03-06 00:00:00.000000;;
673;Vížazoslav;Ďurkovič;1990-07-11 00:00:00.000000;;
674;Rozália;Dančiaková;983-04-04 00:00:00.000000;;
675;Anton;Hagara;1989-04-15 00:00:00.000000;;
676;Koloman;Smrek;968-03-09 00:00:00.000000;;
677;Veronika;Pavlíčeková;1961-01-18 00:00:00.000000;;
678;Ambróz;Kramár;1997-12-12 00:00:00.000000;;
679;Stela;Hrmová;992-07-08 00:00:00.000000;;
680;Daniel;Železník;964-06-01 00:00:00.000000;;
681;Andrej;Beňo;992-01-04 00:00:00.000000;;
682;Cyril;Hablák;1978-05-17 00:00:00.000000;;
683;Frederik;Rusnák;1964-03-29 00:00:00.000000;;
684;Zina;Baňová;996-05-02 00:00:00.000000;;
685;Michal;Duda;1969-08-24 00:00:00.000000;;
686;Oto;Puška;1962-03-29 00:00:00.000000;;
687;Klaudia;Tomaneková;991-11-04 00:00:00.000000;;
688;Ema;Ťapáková;1960-07-27 00:00:00.000000;;
689;Valéria;Beihofnerová;1975-10-12 00:00:00.000000;;
690;Vasil;Baňo;977-10-01 00:00:00.000000;;
691;Levoslav;Greguš;1972-04-18 00:00:00.000000;;
692;Dagmara;Matiašková;1974-08-13 00:00:00.000000;;
693;Sabína;Matiašková;1970-05-27 00:00:00.000000;;
694;Ľudomil;Devečka;1981-04-29 00:00:00.000000;;
695;Jozefína;Maková;1992-05-15 00:00:00.000000;;
696;Fridrich;Vašek;1993-05-23 00:00:00.000000;;
697;Agáta;Martinecová;1987-12-10 00:00:00.000000;;
698;Bohuslav;Bella;1963-02-23 00:00:00.000000;;
699;Fridrich;Záborský;968-02-07 00:00:00.000000;;
700;Daniel;Bakoš;1980-07-17 00:00:00.000000;;
701;Drahoslav;Korec;974-01-07 00:00:00.000000;;
702;Dušan;Dančiak;1995-03-13 00:00:00.000000;;
703;Ladislav;Borič;1999-05-22 00:00:00.000000;;
704;Agáta;Blažejová;1967-03-15 00:00:00.000000;;
705;Oliver;Kocian;1965-05-24 00:00:00.000000;;
706;Vlastimil;Halák;1988-07-27 00:00:00.000000;;
707;Gabriela;Ďurkovičová;990-10-06 00:00:00.000000;;
708;Žigmund;Valach;1996-04-26 00:00:00.000000;;
709;Branislav;Kraľovič;1977-07-26 00:00:00.000000;;
710;Zoja;Husová;973-11-05 00:00:00.000000;;
711;Jakub;Ťapák;975-10-09 00:00:00.000000;;
712;Ľudomila;Štefáneková;1995-12-20 00:00:00.000000;;
713;Bystrík;Huba;1967-04-10 00:00:00.000000;;
714;Blažej;Tomanek;1981-02-14 00:00:00.000000;;
715;Boleslav;Andrášik;1964-07-20 00:00:00.000000;;
716;Zdenka;Lesná;1972-05-16 00:00:00.000000;;
717;Zoltán;Kiseľ;997-04-05 00:00:00.000000;;
718;Lucia;Kubecová;1998-12-20 00:00:00.000000;;
719;Valentína;Bartovičová;995-06-01 00:00:00.000000;;
720;Kazimír;Kiseľ;985-08-03 00:00:00.000000;;
721;Matej;Ondruš;1963-03-12 00:00:00.000000;;
722;Bohdana;Arpášová;999-12-04 00:00:00.000000;;
723;Aurel;Rusnák;1994-05-12 00:00:00.000000;;
724;Žofia;Vydarená;1965-10-23 00:00:00.000000;;
725;Zdenka;Jadľovská;1994-04-23 00:00:00.000000;;
726;Marek;Mareček;1973-03-27 00:00:00.000000;;
727;Alan;Jantošovič;974-10-01 00:00:00.000000;;
728;Sidónia;Adamová;1990-01-27 00:00:00.000000;;
729;Dorota;Pašková;1980-10-15 00:00:00.000000;;
730;Urban;Gálik;977-09-04 00:00:00.000000;;
731;Marek;Šarkan;1987-07-25 00:00:00.000000;;
732;Bonifác;Feldek;1974-01-15 00:00:00.000000;;
733;Ondrej;Klimo;1998-09-26 00:00:00.000000;;
734;Edita;Filipová;1996-08-31 00:00:00.000000;;
735;Miroslav;Filc;1967-08-10 00:00:00.000000;;
736;Roland;Jánoš;1991-10-14 00:00:00.000000;;
737;Jela;Dudeková;1959-03-23 00:00:00.000000;;
738;Hermína;Bezáková;1991-05-10 00:00:00.000000;;
739;Tibor;Balaša;1980-09-16 00:00:00.000000;;
740;Oľga;Hrmová;1968-10-15 00:00:00.000000;;
741;Róbert;Martinec;975-02-06 00:00:00.000000;;
742;Jaromír;Abrahám;1962-09-26 00:00:00.000000;;
743;Vížazoslav;Baňo;1971-06-29 00:00:00.000000;;
744;Dobroslava;Tatarková;1976-07-30 00:00:00.000000;;
745;Oleg;Borík;1966-12-30 00:00:00.000000;;
746;Alica;Andrášiková;1976-11-25 00:00:00.000000;;
747;Pankrác;Bílek;978-09-09 00:00:00.000000;;
748;Bohuš;Danko;1989-11-20 00:00:00.000000;;
749;Bohumil;Dočolomanský;1969-02-16 00:00:00.000000;;
750;Katarína;Michalicová;975-07-07 00:00:00.000000;;
751;Berta;Arpášová;1998-07-13 00:00:00.000000;;
752;Alžbeta;Jurčová;1981-03-29 00:00:00.000000;;
753;Bohuslav;Kozák;1976-04-14 00:00:00.000000;;
754;Ela;Podhradská;996-05-07 00:00:00.000000;;
755;Karistína;Durdíková;1959-01-14 00:00:00.000000;;
756;Vanesa;Ftáčinová;1991-08-29 00:00:00.000000;;
757;Kamila;Plekanecová;1959-03-12 00:00:00.000000;;
758;Želmíra;Ondrušová;1989-07-18 00:00:00.000000;;
759;Bruno;Kazík;1988-06-26 00:00:00.000000;;
760;Martina;Nováková;1967-09-18 00:00:00.000000;;
761;Renáta;Dekýšová;1962-01-26 00:00:00.000000;;
762;Juliana;Čekovská;983-10-05 00:00:00.000000;;
763;Hana;Ondrušová;979-06-02 00:00:00.000000;;
764;Stätopluk;Kočiš;1996-07-27 00:00:00.000000;;
765;Dorota;Adamová;1990-11-22 00:00:00.000000;;
766;Anton;Novák;993-11-03 00:00:00.000000;;
767;Eliška;Nemecová;962-08-07 00:00:00.000000;;
768;Alfréd;Juráš;1995-07-28 00:00:00.000000;;
769;Eliška;Havráneková;1999-02-20 00:00:00.000000;;
770;Ignác;Pauko;1961-09-25 00:00:00.000000;;
771;Jozefína;Zubková;995-11-08 00:00:00.000000;;
772;Diana;Bašová;1975-02-17 00:00:00.000000;;
773;Bohuslava;Vydarená;1961-09-25 00:00:00.000000;;
774;Cyprián;Zigo;1981-04-27 00:00:00.000000;;
775;Teodor;Zajac;1965-10-28 00:00:00.000000;;
776;Miloš;Danko;1992-11-19 00:00:00.000000;;
777;Blažena;Menšíková;974-07-06 00:00:00.000000;;
778;Adrián;Tomanek;977-07-03 00:00:00.000000;;
779;Krištof;Tatarka;1983-01-24 00:00:00.000000;;
780;Božena;Mlynáriková;1961-02-26 00:00:00.000000;;
781;Denis;Timko;1977-09-22 00:00:00.000000;;
782;Sidónia;Labudová;1968-02-17 00:00:00.000000;;
783;Juliana;Otčenášová;979-01-06 00:00:00.000000;;
784;Drahoslava;Adamecová;966-12-03 00:00:00.000000;;
785;Radomír;Andrašík;1993-07-12 00:00:00.000000;;
786;Alan;Hus;1974-04-16 00:00:00.000000;;
787;Leonard;Ftáčin;1985-08-27 00:00:00.000000;;
788;Vratislav;Cigánik;1986-07-31 00:00:00.000000;;
789;Filoména;Jurkovičová;1989-02-10 00:00:00.000000;;
790;Dionýz;Vlach;983-03-07 00:00:00.000000;;
791;Alfréd;Melichár;1984-12-18 00:00:00.000000;;
792;Drahomír;Chalupka;1972-11-21 00:00:00.000000;;
793;Sláva;Žigmundová;1962-10-20 00:00:00.000000;;
794;Ernest;Bán;1960-04-13 00:00:00.000000;;
795;Petra;Hodžová;1998-06-14 00:00:00.000000;;
796;Anabela;Ondrušová;1977-11-12 00:00:00.000000;;
797;Miroslav;Rak;961-12-02 00:00:00.000000;;
798;Jela;Almášiová;1978-10-19 00:00:00.000000;;
799;Margita;Krotáková;1997-01-26 00:00:00.000000;;
800;Krištof;Polák;969-05-06 00:00:00.000000;;
801;Hedviga;Kotuličová;1960-03-10 00:00:00.000000;;
802;Miloš;Bílek;1968-01-30 00:00:00.000000;;
803;Marcela;Debnárová;1973-11-29 00:00:00.000000;;
804;Vilma;Čekovská;1998-09-30 00:00:00.000000;;
805;Koloman;Dobšinský;971-05-03 00:00:00.000000;;
806;Rebeka;Blahová;976-12-08 00:00:00.000000;;
807;Matej;Cigáň;984-09-02 00:00:00.000000;;
808;Vincent;Laco;1982-03-22 00:00:00.000000;;
809;Valentína;Dančiaková;1989-05-21 00:00:00.000000;;
810;Benjamín;Čarnogurský;1975-02-17 00:00:00.000000;;
811;Lesana;Melichárová;1961-02-20 00:00:00.000000;;
812;Sofia;Baranková;1991-11-22 00:00:00.000000;;
813;Gustáv;Danko;1961-10-29 00:00:00.000000;;
814;Rudolf;Richtár;981-07-02 00:00:00.000000;;
815;Móric;Michalica;1960-07-18 00:00:00.000000;;
816;Prokop;Duda;968-02-09 00:00:00.000000;;
817;Servác;Kolník;1970-09-11 00:00:00.000000;;
818;Adam;Janák;1999-08-18 00:00:00.000000;;
819;Etela;Bednáriková;980-01-02 00:00:00.000000;;
820;Andrea;Habláková;1996-01-13 00:00:00.000000;;
821;Radomír;Tomek;1975-01-13 00:00:00.000000;;
822;Nataša;Hanaková;1974-02-25 00:00:00.000000;;
823;Róbert;Krištof;1995-01-20 00:00:00.000000;;
824;Petra;Sýkorová;1974-02-16 00:00:00.000000;;
825;Terézia;Husová;1976-08-23 00:00:00.000000;;
826;Judita;Bahnová;995-05-04 00:00:00.000000;;
827;Henrich;Grznár;999-09-08 00:00:00.000000;;
828;Nina;Bobulová;990-10-09 00:00:00.000000;;
829;Vanda;Valachová;1959-01-10 00:00:00.000000;;
830;Dionýz;Ťapák;1985-05-14 00:00:00.000000;;
831;Petra;Dočolomanská;1962-10-31 00:00:00.000000;;
832;Anabela;Koppová;987-06-06 00:00:00.000000;;
833;Ján;Lukáč;1976-01-18 00:00:00.000000;;
834;Arnold;Klimo;974-06-04 00:00:00.000000;;
835;Blažej;Cigáň;1977-12-27 00:00:00.000000;;
836;Zora;Kotuličová;1999-03-16 00:00:00.000000;;
837;Ľudomil;Borek;1990-08-28 00:00:00.000000;;
838;Rebeka;Andrašíková;990-07-01 00:00:00.000000;;
839;Lucia;Luptáková;1963-11-15 00:00:00.000000;;
840;Demeter;Maďaič;982-12-07 00:00:00.000000;;
841;Albína;Dubovská;1960-12-25 00:00:00.000000;;
842;Kvetoslava;Klimová;987-09-03 00:00:00.000000;;
843;Tomáš;Pavelka;1986-03-30 00:00:00.000000;;
844;Maximilián;Cyprich;1980-09-25 00:00:00.000000;;
845;Gertrúda;Matiašková;1973-10-21 00:00:00.000000;;
846;Drahoslav;Šoltés;1961-07-31 00:00:00.000000;;
847;Štefánia;Andrášiková;967-03-06 00:00:00.000000;;
848;Margita;Doležalová;1961-04-27 00:00:00.000000;;
849;Oldrich;Tupý;1965-09-21 00:00:00.000000;;
850;Malvína;Hrušková;1975-09-27 00:00:00.000000;;
851;Demeter;Havran;1973-09-11 00:00:00.000000;;
852;Svetozár;Jančo;995-10-07 00:00:00.000000;;
853;Zlatko;Jurkovič;986-08-07 00:00:00.000000;;
854;Ambróz;Cyprich;1977-04-10 00:00:00.000000;;
855;Elvíra;Jurinová;1994-11-30 00:00:00.000000;;
856;Branislava;Bobulová;1969-08-14 00:00:00.000000;;
857;Darina;Kližanová;1992-01-15 00:00:00.000000;;
858;Blahoslav;Čarnogurský;992-08-06 00:00:00.000000;;
859;Milota;Konôpková;999-10-01 00:00:00.000000;;
860;Drahoslava;Maceková;997-03-01 00:00:00.000000;;
861;Júlia;Matiašková;959-10-04 00:00:00.000000;;
862;Vojtech;Chovanec;1965-08-12 00:00:00.000000;;
863;Adam;Kráľ;1984-11-15 00:00:00.000000;;
864;Sergej;Capko;1978-11-28 00:00:00.000000;;
865;Lujza;Marečeková;970-02-04 00:00:00.000000;;
866;Radovan;Dušička;966-02-08 00:00:00.000000;;
867;Arpád;Ťažký;1969-04-19 00:00:00.000000;;
868;Kvetoslava;Halušková;1970-11-24 00:00:00.000000;;
869;Filip;Plavec;1980-07-22 00:00:00.000000;;
870;Lucia;Bernoláková;959-06-04 00:00:00.000000;;
871;Žaneta;Rosinová;963-03-01 00:00:00.000000;;
872;Kristián;Havránek;962-06-07 00:00:00.000000;;
873;Vlastislav;Hric;981-12-08 00:00:00.000000;;
874;Anna;Ondrášeková;1962-10-21 00:00:00.000000;;
875;Svetlana;Jánošová;1981-05-17 00:00:00.000000;;
876;Henrieta;Pavelková;1984-11-26 00:00:00.000000;;
877;Marta;Baňová;1976-10-12 00:00:00.000000;;
878;Laura;Dorková;1980-12-16 00:00:00.000000;;
879;Daniel;Chalupka;1963-02-17 00:00:00.000000;;
880;Demeter;Baranka;1988-08-17 00:00:00.000000;;
881;Justína;Dudeková;1966-03-26 00:00:00.000000;;
882;Imrich;Hudáček;1987-01-19 00:00:00.000000;;
883;Ondrej;Kyseľ;1966-05-21 00:00:00.000000;;
884;Oldrich;Škultéty;1981-01-24 00:00:00.000000;;
885;Alfréd;Tatarka;1973-03-28 00:00:00.000000;;
886;Adrián;Jančo;1966-03-30 00:00:00.000000;;
887;Marek;Blaha;981-04-04 00:00:00.000000;;
888;Emanuel;Kubík;1991-12-12 00:00:00.000000;;
889;Koloman;Jančo;975-11-03 00:00:00.000000;;
890;Oľga;Jurášová;959-09-02 00:00:00.000000;;
891;Henrich;Haluška;1971-09-16 00:00:00.000000;;
892;Vincent;Finka;1987-02-20 00:00:00.000000;;
893;Júlia;Beková;1975-12-30 00:00:00.000000;;
894;Radúz;Sklár;1963-01-23 00:00:00.000000;;
895;Bohuslava;Raková;1996-07-23 00:00:00.000000;;
896;Adam;Farkašovský;1963-12-23 00:00:00.000000;;
897;Gašpar;Kočiš;990-07-07 00:00:00.000000;;
898;Ela;Ondrejková;1996-04-25 00:00:00.000000;;
899;Tibor;Ftáčin;1997-09-28 00:00:00.000000;;
900;Liana;Cígerová;1971-04-29 00:00:00.000000;;
901;Božena;Lisická;1959-07-30 00:00:00.000000;;
902;Prokop;Rybár;1975-08-20 00:00:00.000000;;
